t,x,y,yaw_deg,v,nearest_idx,target_idx,target_x,target_y,delta_deg,delta_rad
13.2,54.4124,-5.811,-101.54277,8.0,176,185,51.4436,-14.16813,-5.771907,-0.1007388
13.25,54.33236,-6.20291,-102.3416,8.0,176,185,51.4436,-14.16813,-5.4719115,-0.0955029
13.3,54.24687,-6.59367,-103.09865,8.0,176,185,51.4436,-14.16813,-5.1995667,-0.0907496
13.35,54.15622,-6.98326,-103.81781,8.0,177,186,50.98076,-15.0,-5.6129614,-0.0979647
13.4,54.06068,-7.37169,-104.59449,8.0,177,186,50.98076,-15.0,-5.328802,-0.0930051
13.45,53.95989,-7.75878,-105.33163,8.0,178,187,50.49176,-15.81676,-5.7298655,-0.100005
13.5,53.85413,-8.14454,-106.1246,8.0,178,187,50.49176,-15.81676,-5.4350499,-0.0948595
13.55,53.74304,-8.52881,-106.87652,8.0,179,188,49.9771,-16.6176,-5.8249182,-0.101664
13.6,53.62692,-8.91158,-107.68274,8.0,179,188,49.9771,-16.6176,-5.5205463,-0.0963517
13.65,53.50542,-9.29268,-108.44656,8.0,179,188,49.9771,-16.6176,-5.2440636,-0.0915262
13.7,53.37885,-9.67213,-109.1719,8.0,180,189,49.43728,-17.40171,-5.6526477,-0.0986573
13.75,53.24749,-10.04994,-109.95412,8.0,180,189,49.43728,-17.40171,-5.3647768,-0.093633
13.8,53.11098,-10.42593,-110.69626,8.0,181,190,48.87286,-18.16829,-5.7615305,-0.1005577
13.85,52.96961,-10.80012,-111.49364,8.0,181,190,48.87286,-18.16829,-5.4634049,-0.0953544
13.9,52.82306,-11.1723,-112.2495,8.0,182,191,48.28439,-18.91658,-5.849512,-0.1020932
13.95,52.6716,-11.54252,-113.05915,8.0,182,191,48.28439,-18.91658,-5.5422014,-0.0967297
14.0,52.51493,-11.91056,-113.82598,8.0,182,191,48.28439,-18.91658,-5.262896,-0.0918549
14.05,52.35334,-12.27647,-114.55395,8.0,183,192,47.67249,-19.64582,-5.6684661,-0.0989334
14.1,52.18712,-12.6403,-115.33837,8.0,183,192,47.67249,-19.64582,-5.3780723,-0.0938651
14.15,52.01594,-13.00182,-116.08236,8.0,184,193,47.03775,-20.35528,-5.7723737,-0.1007469
14.2,51.84007,-13.36108,-116.88125,8.0,184,193,47.03775,-20.35528,-5.4719973,-0.0955044
14.25,51.65922,-13.71786,-117.63831,8.0,184,193,47.03775,-20.35528,-5.1992749,-0.0907445
14.3,51.47366,-14.07222,-118.35743,8.0,185,194,46.38083,-21.04425,-5.6119595,-0.0979472
14.35,51.28367,-14.42422,-119.13398,8.0,185,194,46.38083,-21.04425,-5.327481,-0.0929821
14.4,51.08893,-14.77361,-119.87093,8.0,186,195,45.70237,-21.71202,-5.7280307,-0.099973
14.45,50.88971,-15.12047,-120.66364,8.0,186,195,45.70237,-21.71202,-5.4329451,-0.0948228
14.5,50.68571,-15.46454,-121.41527,8.0,187,196,45.00307,-22.35793,-5.8224742,-0.1016213
14.55,50.47722,-15.80591,-122.22114,8.0,187,196,45.00307,-22.35793,-5.5178723,-0.096305
14.6,50.26394,-16.14431,-122.98459,8.0,187,196,45.00307,-22.35793,-5.2411507,-0.0914753
14.65,50.04618,-16.47983,-123.70953,8.0,188,197,44.28363,-22.98133,-5.649595,-0.098604
14.7,49.82418,-16.81258,-124.49132,8.0,188,197,44.28363,-22.98133,-5.3615121,-0.093576
14.75,49.59767,-17.14226,-125.23301,8.0,189,198,43.54477,-23.58159,-5.7582572,-0.1005005
14.8,49.36691,-17.46899,-126.02993,8.0,189,198,43.54477,-23.58159,-5.4599404,-0.0952939
14.85,49.13163,-17.79247,-126.78532,8.0,190,199,42.78724,-24.15811,-5.8461498,-0.1020346
14.9,48.8921,-18.11282,-127.59449,8.0,190,199,42.78724,-24.15811,-5.5386634,-0.0966679
14.95,48.64807,-18.42976,-128.36083,8.0,190,199,42.78724,-24.15811,-5.25917,-0.0917898
15.0,48.39983,-18.74341,-129.08828,8.0,191,200,42.0118,-24.7103,-5.6649956,-0.0988728
